entry_id,repetition,line_id,abstraction_similarity,surface_similarity
E010,2,L067,0.31374537,0.26379868
E010,2,L068,0.39352729,0.20093608
E010,2,L071,0.34641694,0.40167323
E010,2,L072,0.34091345,0.27010048
E010,2,L073,0.18842882,0.23717114
E010,2,L074,0.41151642,0.28484068
E010,2,L075,0.28707048,0.34147343
E010,2,L076,0.36136409,0.2740018
E010,2,L077,0.36085488,0.28085328
E010,2,L078,0.34384757,0.27161917
E010,2,L081,0.31504733,0.21758486
E010,2,L082,0.60092397,0.46793468
E010,2,L083,0.29032471,0.27752135
E010,2,L084,0.34229323,0.34976784
E010,2,L085,0.41785469,0.3218314
E010,2,L086,0.28404375,0.34243124
E010,2,L087,0.6279804,0.39540397
E010,2,L088,0.22051666,0.293893
E010,2,L091,0.18570165,0.29568923
E010,2,L092,0.29437892,0.28852879
E010,2,L093,0.36621406,0.3013889
E010,2,L094,0.27847197,0.31968056
E010,2,L095,0.33483143,0.35455033
E010,2,L096,0.23035083,0.30804894
E010,2,L097,0.30258343,0.34891334
E010,2,L098,0.26731163,0.38580234
E010,2,L101,0.37717735,0.28485318
E010,2,L102,0.28706867,0.37784769
E010,2,L103,0.34183732,0.22706508
E010,2,L104,0.26307088,0.28590008
E010,2,L105,0.36669425,0.21457975
E010,2,L106,0.29847989,0.42392313
E010,2,L107,0.26859616,0.22111817
E010,2,L108,0.3239227,0.28475111
E010,2,L111,0.26312507,0.29192501
E010,2,L112,0.29814833,0.34418331
E010,2,L113,0.28835319,0.27222669
E010,2,L114,0.31407418,0.32288114
E010,2,L115,0.26152524,0.30394884
E010,2,L116,0.50590191,0.38325093
E010,2,L117,0.30214963,0.35400262
E010,2,L118,0.32139209,0.31872164
E010,3,L001,0.27566592,0.35070171
E010,3,L002,0.25620696,0.22158508
E010,3,L003,0.29342518,0.26563451
E010,3,L004,0.30497337,0.34277914
E010,3,L005,0.29407315,0.23632286
E010,3,L006,0.24914043,0.38474881
E010,3,L007,0.46124545,0.26188547
E010,3,L008,0.30210877,0.33559884
E010,3,L011,0.28539663,0.28685761
E010,3,L012,0.36388451,0.29981393
E010,3,L013,0.43103974,0.32283015
E010,3,L014,0.30367248,0.21649466
E010,3,L015,0.22826228,0.29420799
E010,3,L016,0.2863295,0.29178273
E010,3,L017,0.34148403,0.2461687
E010,3,L018,0.25657561,0.28579405
E010,3,L021,0.31754159,0.3481972
E010,3,L022,0.48279881,0.29833514
E010,3,L023,0.35238475,0.26114968
E010,3,L024,0.53581782,0.49281962
E010,3,L025,0.42576486,0.31184211
E010,3,L026,0.38212245,0.36432436
E010,3,L027,0.24247196,0.39559378
E010,3,L028,0.17650291,0.3711626
E010,3,L031,0.4930794,0.35939074
E010,3,L032,0.48785733,0.47567341
E010,3,L033,0.4144134,0.23806258
E010,3,L034,0.38527171,0.34409277
E010,3,L035,0.36622823,0.39012726
E010,3,L036,0.54343717,0.42340736
E010,3,L037,0.38550018,0.26074301
E010,3,L038,0.35820572,0.35084896
E010,3,L041,0.32068124,0.38503126
E010,3,L042,0.23253348,0.25355105
E010,3,L043,0.33084603,0.2701128
E010,3,L044,0.34981996,0.21877948
E010,3,L045,0.36978471,0.2688549
E010,3,L046,0.25892943,0.33399573
E010,3,L047,0.41719795,0.32095037
E010,3,L048,0.34262238,0.32627269
E010,3,L051,0.27658476,0.31089672
E010,3,L052,0.29282639,0.2226319
E010,3,L053,0.33318845,0.35652294
E010,3,L054,0.27914145,0.2509706
E010,3,L055,0.24927529,0.20270767
E010,3,L056,0.21801521,0.29617852
E010,3,L057,0.33049438,0.31190654
E010,3,L058,0.22155632,0.246822
E010,3,L061,0.30644719,0.21955751
E010,3,L062,0.35819287,0.27565442
E010,3,L063,0.30820188,0.13578678
E010,3,L064,0.25547062,0.24986761
E010,3,L065,0.38824492,0.26266336
E010,3,L066,0.40074174,0.25948465
E010,3,L067,0.31526026,0.26379868
E010,3,L068,0.39529084,0.20093608
E010,3,L071,0.37186466,0.40167323
E010,3,L072,0.32600544,0.27010048
E010,3,L073,0.20747474,0.23717114
E010,3,L074,0.3547624,0.28484068
E010,3,L075,0.32347544,0.34147343
E010,3,L076,0.37606806,0.2740018
E010,3,L077,0.31716387,0.28085328
E010,3,L078,0.43736731,0.27161917
E010,3,L081,0.32206697,0.21758486
E010,3,L082,0.63372093,0.46793468
E010,3,L083,0.32252825,0.27752135
E010,3,L084,0.34632931,0.34976784
E010,3,L085,0.42490544,0.3218314
E010,3,L086,0.33501839,0.34243124
E010,3,L087,0.57615092,0.39540397
E010,3,L088,0.24074559,0.293893
E010,3,L091,0.21382675,0.29568923
E010,3,L092,0.3215376,0.28852879
E010,3,L093,0.33919738,0.3013889
E010,3,L094,0.29306341,0.31968056
E010,3,L095,0.4498746,0.35455033
E010,3,L096,0.24746269,0.30804894
E010,3,L097,0.32263491,0.34891334
E010,3,L098,0.27999051,0.38580234
E010,3,L101,0.35721354,0.28485318
E010,3,L102,0.27762665,0.37784769
E010,3,L103,0.34554356,0.22706508
E010,3,L104,0.2518321,0.28590008
E010,3,L105,0.33304963,0.21457975
E010,3,L106,0.3392708,0.42392313
E010,3,L107,0.30167721,0.22111817
E010,3,L108,0.31659652,0.28475111
E010,3,L111,0.25239855,0.29192501
E010,3,L112,0.38441924,0.34418331
E010,3,L113,0.31017413,0.27222669
E010,3,L114,0.32767325,0.32288114
E010,3,L115,0.31861426,0.30394884
E010,3,L116,0.50584936,0.38325093
E010,3,L117,0.30866251,0.35400262
E010,3,L118,0.33163069,0.31872164
E011,1,L001,0.27664902,0.32433111
E011,1,L002,0.22270545,0.24330929
E011,1,L003,0.27498859,0.27974031
E011,1,L004,0.25033325,0.19084662
E011,1,L005,0.27275636,0.28089037
E011,1,L006,0.3904669,0.28200049
E011,1,L007,0.34588529,0.19534875
E011,1,L008,0.34682657,0.36879107
E011,1,L011,0.34912237,0.23330324
E011,1,L012,0.35058621,0.31277874
E011,1,L013,0.37557453,0.22409969
E011,1,L014,0.33668088,0.24393241
E011,1,L015,0.34526899,0.17755461
E011,1,L016,0.25803395,0.29592748
E011,1,L017,0.23874731,0.16764071
E011,1,L018,0.30334696,0.30203555
E011,1,L021,0.45114529,0.29820927
E011,1,L022,0.40068863,0.23165487
E011,1,L023,0.29259185,0.22061528
E011,1,L024,0.39197282,0.33378177
E011,1,L025,0.34189706,0.32245503
E011,1,L026,0.26968061,0.26973053
E011,1,L027,0.29794405,0.32222537
E011,1,L028,0.35037639,0.49788516
E011,1,L031,0.3654063,0.16243389
E011,1,L032,0.54549332,0.32661157
E011,1,L033,0.25278686,0.12769586
E011,1,L034,0.33097907,0.30026248
E011,1,L035,0.33332418,0.28949728
E011,1,L036,0.3385907,0.23815931
E011,1,L037,0.3177645,0.18047919
E011,1,L038,0.37632966,0.2654122
E011,1,L041,0.26859651,0.24850738
E011,1,L042,0.23522697,0.20786078
E011,1,L043,0.28655507,0.2163073
E011,1,L044,0.23093437,0.23874394
E011,1,L045,0.416881,0.28627356
E011,1,L046,0.23313545,0.20909566
E011,1,L047,0.37144977,0.34127904
E011,1,L048,0.30939185,0.2131258
E011,1,L051,0.27117029,0.20508451
E011,1,L052,0.3220315,0.24079402
E011,1,L053,0.22458106,0.2192829
E011,1,L054,0.31140372,0.26001603
E011,1,L055,0.35481788,0.23786163
E011,1,L056,0.18369416,0.22573022
E011,1,L057,0.27163899,0.25500742
E011,1,L058,0.22408656,0.18734489
E011,1,L061,0.34048626,0.20217489
E011,1,L062,0.31933874,0.22897122
E011,1,L063,0.28912453,0.16953021
E011,1,L064,0.2457294,0.29823707
E011,1,L065,0.32457818,0.2882442
E011,1,L066,0.28373148,0.22715139
E011,1,L067,0.27434662,0.24892098
E011,1,L068,0.31190801,0.22694035
E011,1,L071,0.32981535,0.22587449
E011,1,L072,0.25024536,0.19616329
E011,1,L073,0.25484388,0.24542479
E011,1,L074,0.28854952,0.18252402
E011,1,L075,0.3133874,0.25268016
E011,1,L076,0.34609546,0.17206972
E011,1,L077,0.30274887,0.21742036
E011,1,L078,0.35819993,0.27264124
E011,1,L081,0.39216481,0.1891394
E011,1,L082,0.44389351,0.32516403
E011,1,L083,0.38415046,0.32287792
E011,1,L084,0.31437929,0.21447719
E011,1,L085,0.45640639,0.19300016
E011,1,L086,0.23856432,0.25002175
E011,1,L087,0.46399988,0.32426508
E011,1,L088,0.35492149,0.23643042
E011,1,L091,0.22544009,0.22976313
E011,1,L092,0.29655611,0.24787272
E011,1,L093,0.29286801,0.19307734
E011,1,L094,0.20798155,0.16902412
E011,1,L095,0.3599752,0.32351452
E011,1,L096,0.21465904,0.34168514
E011,1,L097,0.28818702,0.30360094
E011,1,L098,0.23243645,0.23471169
E011,1,L101,0.49882907,0.3815218
E011,1,L102,0.32614677,0.23373171
E011,1,L103,0.30338757,0.25308713
E011,1,L104,0.27494579,0.23124796
E011,1,L105,0.27149665,0.23153685
E011,1,L106,0.30853378,0.33650155
E011,1,L107,0.35468629,0.24190003
E011,1,L108,0.28360847,0.22322914
E011,1,L111,0.18524022,0.24041047
E011,1,L112,0.24247284,0.2159589
E011,1,L113,0.35583133,0.22667576
E011,1,L114,0.28769473,0.2671115
E011,1,L115,0.23381972,0.23713591
E011,1,L116,0.40295623,0.31370703
E011,1,L117,0.27081177,0.21024602
E011,1,L118,0.33785205,0.22508822
E011,2,L001,0.27664902,0.32433111
E011,2,L002,0.22270545,0.24330929
E011,2,L003,0.27498859,0.27974031
E011,2,L004,0.25033325,0.19084662
E011,2,L005,0.27275636,0.28089037
E011,2,L006,0.3904669,0.28200049
E011,2,L007,0.34588529,0.19534875
E011,2,L008,0.34682657,0.36879107
E011,2,L011,0.34912237,0.23330324
E011,2,L012,0.35058621,0.31277874
E011,2,L013,0.37557453,0.22409969
E011,2,L014,0.33668088,0.24393241
E011,2,L015,0.34526899,0.17755461
E011,2,L016,0.25803395,0.29592748
E011,2,L017,0.23874731,0.16764071
E011,2,L018,0.30334696,0.30203555
E011,2,L021,0.45114529,0.29820927
E011,2,L022,0.40068863,0.23165487
E011,2,L023,0.29259185,0.22061528
E011,2,L024,0.39197282,0.33378177
E011,2,L025,0.34189706,0.32245503
E011,2,L026,0.26968061,0.26973053
E011,2,L027,0.29794405,0.32222537
E011,2,L028,0.35037639,0.49788516
E011,2,L031,0.3654063,0.16243389
E011,2,L032,0.54549332,0.32661157
E011,2,L033,0.25278686,0.12769586
E011,2,L034,0.33097907,0.30026248
E011,2,L035,0.33332418,0.28949728
E011,2,L036,0.3385907,0.23815931
E011,2,L037,0.3177645,0.18047919
E011,2,L038,0.37632966,0.2654122
E011,2,L041,0.26859651,0.24850738
E011,2,L042,0.23522697,0.20786078
E011,2,L043,0.28655507,0.2163073
E011,2,L044,0.23093437,0.23874394
E011,2,L045,0.416881,0.28627356
E011,2,L046,0.23313545,0.20909566
E011,2,L047,0.37144977,0.34127904
E011,2,L048,0.30939185,0.2131258
E011,2,L051,0.27117029,0.20508451
E011,2,L052,0.3220315,0.24079402
E011,2,L053,0.22458106,0.2192829
E011,2,L054,0.31140372,0.26001603
E011,2,L055,0.35481788,0.23786163
E011,2,L056,0.18369416,0.22573022
E011,2,L057,0.27163899,0.25500742
E011,2,L058,0.22408656,0.18734489
E011,2,L061,0.34048626,0.20217489
E011,2,L062,0.31933874,0.22897122
E011,2,L063,0.28912453,0.16953021
E011,2,L064,0.2457294,0.29823707
E011,2,L065,0.32457818,0.2882442
E011,2,L066,0.28373148,0.22715139
E011,2,L067,0.27434662,0.24892098
E011,2,L068,0.31190801,0.22694035
E011,2,L071,0.32981535,0.22587449
E011,2,L072,0.25024536,0.19616329
E011,2,L073,0.25484388,0.24542479
E011,2,L074,0.28854952,0.18252402
E011,2,L075,0.3133874,0.25268016
E011,2,L076,0.34609546,0.17206972
E011,2,L077,0.30274887,0.21742036
E011,2,L078,0.35819993,0.27264124
E011,2,L081,0.39216481,0.1891394
E011,2,L082,0.44389351,0.32516403
E011,2,L083,0.38415046,0.32287792
E011,2,L084,0.31437929,0.21447719
E011,2,L085,0.45640639,0.19300016
E011,2,L086,0.23856432,0.25002175
E011,2,L087,0.46399988,0.32426508
E011,2,L088,0.35492149,0.23643042
E011,2,L091,0.22544009,0.22976313
E011,2,L092,0.29655611,0.24787272
E011,2,L093,0.29286801,0.19307734
E011,2,L094,0.20798155,0.16902412
E011,2,L095,0.3599752,0.32351452
E011,2,L096,0.21465904,0.34168514
E011,2,L097,0.28818702,0.30360094
E011,2,L098,0.23243645,0.23471169
E011,2,L101,0.49882907,0.3815218
E011,2,L102,0.32614677,0.23373171
E011,2,L103,0.30338757,0.25308713
E011,2,L104,0.27494579,0.23124796
E011,2,L105,0.27149665,0.23153685
E011,2,L106,0.30853378,0.33650155
E011,2,L107,0.35468629,0.24190003
E011,2,L108,0.28360847,0.22322914
E011,2,L111,0.18524022,0.24041047
E011,2,L112,0.24247284,0.2159589
E011,2,L113,0.35583133,0.22667576
E011,2,L114,0.28769473,0.2671115
E011,2,L115,0.23381972,0.23713591
E011,2,L116,0.40295623,0.31370703
E011,2,L117,0.27081177,0.21024602
E011,2,L118,0.33785205,0.22508822
E011,3,L001,0.32455078,0.32433111
E011,3,L002,0.2405383,0.24330929
E011,3,L003,0.29604444,0.27974031
E011,3,L004,0.27709368,0.19084662
E011,3,L005,0.27648795,0.28089037
E011,3,L006,0.3516974,0.28200049
E011,3,L007,0.33158595,0.19534875
E011,3,L008,0.39595488,0.36879107
E011,3,L011,0.34472841,0.23330324
E011,3,L012,0.40889471,0.31277874
E011,3,L013,0.35738746,0.22409969
E011,3,L014,0.38978947,0.24393241
E011,3,L015,0.4067592,0.17755461
E011,3,L016,0.30687225,0.29592748
E011,3,L017,0.25711702,0.16764071
E011,3,L018,0.33315288,0.30203555
E011,3,L021,0.39602101,0.29820927
E011,3,L022,0.47579146,0.23165487
E011,3,L023,0.26272519,0.22061528
E011,3,L024,0.44606931,0.33378177
E011,3,L025,0.40055502,0.32245503
E011,3,L026,0.35986609,0.26973053
E011,3,L027,0.3432357,0.32222537
E011,3,L028,0.34715171,0.49788516
E011,3,L031,0.41322309,0.16243389
E011,3,L032,0.53023901,0.32661157
E011,3,L033,0.29192376,0.12769586
E011,3,L034,0.41475035,0.30026248
E011,3,L035,0.36212872,0.28949728
E011,3,L036,0.36531115,0.23815931
E011,3,L037,0.31686709,0.18047919
E011,3,L038,0.38961781,0.2654122
E011,3,L041,0.33475316,0.24850738
E011,3,L042,0.22056556,0.20786078
E011,3,L043,0.23346365,0.2163073
E011,3,L044,0.23625429,0.23874394
E011,3,L045,0.37175301,0.28627356
E011,3,L046,0.26563253,0.20909566
E011,3,L047,0.36850503,0.34127904
E011,3,L048,0.30774741,0.2131258
E011,3,L051,0.29191705,0.20508451
E011,3,L052,0.45534751,0.24079402
E011,3,L053,0.26619641,0.2192829
E011,3,L054,0.31679793,0.26001603
E011,3,L055,0.36273001,0.23786163
E011,3,L056,0.23109762,0.22573022
E011,3,L057,0.29056398,0.25500742
E011,3,L058,0.23936022,0.18734489
E011,3,L061,0.35900933,0.20217489
E011,3,L062,0.33638921,0.22897122
E011,3,L063,0.31959838,0.16953021
E011,3,L064,0.29241149,0.29823707
E011,3,L065,0.34401428,0.2882442
E011,3,L066,0.28710069,0.22715139
E011,3,L067,0.27574114,0.24892098
E011,3,L068,0.35393327,0.22694035
E011,3,L071,0.33774911,0.22587449
E011,3,L072,0.25733852,0.19616329
E011,3,L073,0.23702654,0.24542479
E011,3,L074,0.29198164,0.18252402
E011,3,L075,0.31576802,0.25268016
E011,3,L076,0.3720297,0.17206972
E011,3,L077,0.38351565,0.21742036
E011,3,L078,0.35244913,0.27264124
E011,3,L081,0.33784566,0.1891394
E011,3,L082,0.4467542,0.32516403
E011,3,L083,0.31393079,0.32287792
E011,3,L084,0.30449388,0.21447719
E011,3,L085,0.43805709,0.19300016
E011,3,L086,0.24723661,0.25002175
E011,3,L087,0.49479294,0.32426508
E011,3,L088,0.38210985,0.23643042
E011,3,L091,0.27010234,0.22976313
E011,3,L092,0.31127644,0.24787272
E011,3,L093,0.32065048,0.19307734
E011,3,L094,0.25267781,0.16902412
E011,3,L095,0.34957881,0.32351452
E011,3,L096,0.24975594,0.34168514
E011,3,L097,0.30587842,0.30360094
E011,3,L098,0.22816084,0.23471169
E011,3,L101,0.52111734,0.3815218
E011,3,L102,0.29650485,0.23373171
E011,3,L103,0.32685544,0.25308713
E011,3,L104,0.2540297,0.23124796
E011,3,L105,0.30887479,0.23153685
E011,3,L106,0.27722507,0.33650155
E011,3,L107,0.35844637,0.24190003
E011,3,L108,0.29874895,0.22322914
E011,3,L111,0.21695206,0.24041047
E011,3,L112,0.23966603,0.2159589
E011,3,L113,0.38867768,0.22667576
E011,3,L114,0.338485,0.2671115
E011,3,L115,0.21761451,0.23713591
E011,3,L116,0.46785762,0.31370703
E011,3,L117,0.33742334,0.21024602
E011,3,L118,0.3340132,0.22508822
E012,1,L001,0.36171405,0.41876301
E012,1,L002,0.31149335,0.29814276
E012,1,L003,0.33199276,0.32419137
E012,1,L004,0.37220918,0.37608677
E012,1,L005,0.32446962,0.25717589
E012,1,L006,0.41284424,0.27213093
E012,1,L007,0.31275917,0.24662242
E012,1,L008,0.37282052,0.37091574
E012,1,L011,0.3220025,0.28442511
E012,1,L012,0.3650844,0.31595713
E012,1,L013,0.40777701,0.51689101
E012,1,L014,0.36793592,0.2980889
E012,1,L015,0.38912429,0.31113639
E012,1,L016,0.28082642,0.14555683
E012,1,L017,0.4055507,0.22904339
E012,1,L018,0.21738471,0.39472106
E012,1,L021,0.30868173,0.1992342
E012,1,L022,0.59662194,0.24200782
E012,1,L023,0.39979936,0.30018447
E012,1,L024,0.36250715,0.299991
E012,1,L025,0.40054127,0.33790358
E012,1,L026,0.60121826,0.51494492
E012,1,L027,0.35403049,0.2228599
E012,1,L028,0.26385883,0.3454094
E012,1,L031,0.70378516,0.49535055
E012,1,L032,0.3246295,0.3159877
E012,1,L033,0.51136339,0.3900486
E012,1,L034,0.5728943,0.363551
E012,1,L035,0.5968264,0.36599469
E012,1,L036,0.77721429,0.62644376
E012,1,L037,0.51890795,0.29467961
E012,1,L038,0.45059486,0.43665435
E012,1,L041,0.30892612,0.43930148
E012,1,L042,0.20819619,0.23947915
E012,1,L043,0.3195048,0.24087473
E012,1,L044,0.26308797,0.27363604
E012,1,L045,0.34849926,0.21357366
E012,1,L046,0.28293084,0.24741923
E012,1,L047,0.28975739,0.33419886
E012,1,L048,0.33404903,0.23319262
E012,1,L051,0.31844257,0.28876801
E012,1,L052,0.33411101,0.22713569
E012,1,L053,0.30140127,0.32166827
E012,1,L054,0.25088046,0.23968863
E012,1,L055,0.28848014,0.26163151
E012,1,L056,0.20075538,0.25127564
E012,1,L057,0.28933122,0.33483783
E012,1,L058,0.25420398,0.3130283
E012,1,L061,0.31601214,0.21953943
E012,1,L062,0.45247074,0.29846716
E012,1,L063,0.31173036,0.18477818
E012,1,L064,0.23400894,0.29220205
E012,1,L065,0.39214447,0.26868598
E012,1,L066,0.48278289,0.30120768
E012,1,L067,0.32633348,0.28954781
E012,1,L068,0.36920384,0.27922726
E012,1,L071,0.37760273,0.40463212
E012,1,L072,0.29710716,0.19622437
E012,1,L073,0.23217083,0.20095033
E012,1,L074,0.44794636,0.376111
E012,1,L075,0.26941971,0.35823077
E012,1,L076,0.40485393,0.24641149
E012,1,L077,0.33728836,0.29773199
E012,1,L078,0.39520423,0.27980315
E012,1,L081,0.33525904,0.19365831
E012,1,L082,0.51419189,0.36664174
E012,1,L083,0.27278765,0.32542251
E012,1,L084,0.28429533,0.28623779
E012,1,L085,0.39842911,0.29957897
E012,1,L086,0.19579732,0.3286069
E012,1,L087,0.2245998,0.32295197
E012,1,L088,0.33488333,0.17529149
E012,1,L091,0.32890453,0.21016306
E012,1,L092,0.27240836,0.27440456
E012,1,L093,0.44479052,0.22792862
E012,1,L094,0.31500861,0.29946801
E012,1,L095,0.37647818,0.41379878
E012,1,L096,0.26861241,0.31970277
E012,1,L097,0.33202871,0.36676531
E012,1,L098,0.33188388,0.31487228
E012,1,L101,0.37949463,0.24094024
E012,1,L102,0.36312568,0.28458736
E012,1,L103,0.34442512,0.21603911
E012,1,L104,0.33883682,0.37340011
E012,1,L105,0.35022398,0.29056792
E012,1,L106,0.37180669,0.35945497
E012,1,L107,0.30672426,0.20723115
E012,1,L108,0.37035525,0.30671282
E012,1,L111,0.20781547,0.19980412
E012,1,L112,0.32826294,0.31165848
E012,1,L113,0.28982527,0.19255254
E012,1,L114,0.2447339,0.25445439
E012,1,L115,0.34128148,0.30960215
E012,1,L116,0.33444495,0.2729898
E012,1,L117,0.29782236,0.24399362
E012,1,L118,0.37702739,0.30601589
E012,2,L001,0.27105869,0.41876301
E012,2,L002,0.28177534,0.29814276
E012,2,L003,0.29262678,0.32419137
E012,2,L004,0.24635273,0.37608677
E012,2,L005,0.37188807,0.25717589
E012,2,L006,0.2767042,0.27213093
E012,2,L007,0.2668603,0.24662242
E012,2,L008,0.28507354,0.37091574
E012,2,L011,0.30189452,0.28442511
E012,2,L012,0.32630278,0.31595713
E012,2,L013,0.42081133,0.51689101
E012,2,L014,0.31337114,0.2980889
E012,2,L015,0.26730762,0.31113639
E012,2,L016,0.24537711,0.14555683
E012,2,L017,0.36194409,0.22904339
E012,2,L018,0.28606021,0.39472106
E012,2,L021,0.211127,0.1992342
E012,2,L022,0.528193,0.24200782
E012,2,L023,0.32673995,0.30018447
E012,2,L024,0.3735385,0.299991
E012,2,L025,0.3293041,0.33790358
E012,2,L026,0.51298263,0.51494492
E012,2,L027,0.18020923,0.2228599
E012,2,L028,0.2839893,0.3454094
E012,2,L031,0.57347712,0.49535055
E012,2,L032,0.24620561,0.3159877
E012,2,L033,0.46242285,0.3900486
E012,2,L034,0.5952619,0.363551
E012,2,L035,0.56304561,0.36599469
E012,2,L036,0.636497,0.62644376
E012,2,L037,0.41529023,0.29467961
E012,2,L038,0.39703273,0.43665435
E012,2,L041,0.23207334,0.43930148
E012,2,L042,0.17942201,0.23947915
E012,2,L043,0.29242497,0.24087473
E012,2,L044,0.33388941,0.27363604
E012,2,L045,0.26989914,0.21357366
E012,2,L046,0.30812357,0.24741923
E012,2,L047,0.2442574,0.33419886
E012,2,L048,0.27685973,0.23319262
E012,2,L051,0.26117612,0.28876801
E012,2,L052,0.2130924,0.22713569
E012,2,L053,0.22781087,0.32166827
E012,2,L054,0.2307948,0.23968863
E012,2,L055,0.26764688,0.26163151
E012,2,L056,0.21286578,0.25127564
E012,2,L057,0.25277578,0.33483783
E012,2,L058,0.26341757,0.3130283
E012,2,L061,0.29030805,0.21953943
E012,2,L062,0.38659476,0.29846716
E012,2,L063,0.22507847,0.18477818
E012,2,L064,0.24523646,0.29220205
E012,2,L065,0.32830313,0.26868598
E012,2,L066,0.41929196,0.30120768
E012,2,L067,0.26470259,0.28954781
E012,2,L068,0.26990364,0.27922726
E012,2,L071,0.25327524,0.40463212
E012,2,L072,0.24349109,0.19622437
E012,2,L073,0.14013809,0.20095033
E012,2,L074,0.31403773,0.376111
E012,2,L075,0.2410129,0.35823077
E012,2,L076,0.33798214,0.24641149
E012,2,L077,0.24041602,0.29773199
E012,2,L078,0.42385632,0.27980315
E012,2,L081,0.24925542,0.19365831
E012,2,L082,0.64541229,0.36664174
E012,2,L083,0.20821136,0.32542251
E012,2,L084,0.16074706,0.28623779
E012,2,L085,0.30713763,0.29957897
E012,2,L086,0.1942914,0.3286069
E012,2,L087,0.21572588,0.32295197
E012,2,L088,0.27241329,0.17529149
E012,2,L091,0.29200476,0.21016306
E012,2,L092,0.2121611,0.27440456
E012,2,L093,0.31585807,0.22792862
E012,2,L094,0.27708888,0.29946801
E012,2,L095,0.37251751,0.41379878
E012,2,L096,0.20038937,0.31970277
E012,2,L097,0.30324218,0.36676531
E012,2,L098,0.32143364,0.31487228
E012,2,L101,0.2536783,0.24094024
E012,2,L102,0.26511596,0.28458736
E012,2,L103,0.38361567,0.21603911
E012,2,L104,0.22548933,0.37340011
E012,2,L105,0.28159171,0.29056792
E012,2,L106,0.32399795,0.35945497
E012,2,L107,0.32401349,0.20723115
E012,2,L108,0.3034902,0.30671282
E012,2,L111,0.1801924,0.19980412
E012,2,L112,0.33849008,0.31165848
E012,2,L113,0.24416471,0.19255254
E012,2,L114,0.14799312,0.25445439
E012,2,L115,0.27705131,0.30960215
E012,2,L116,0.22278205,0.2729898
E012,2,L117,0.2203112,0.24399362
E012,2,L118,0.34143222,0.30601589
E012,3,L001,0.3919266,0.41876301
E012,3,L002,0.33980459,0.29814276
E012,3,L003,0.32248827,0.32419137
E012,3,L004,0.37221499,0.37608677
E012,3,L005,0.3522651,0.25717589
E012,3,L006,0.36104397,0.27213093
E012,3,L007,0.32782887,0.24662242
E012,3,L008,0.46550479,0.37091574
E012,3,L011,0.30007782,0.28442511
E012,3,L012,0.45654971,0.31595713
E012,3,L013,0.38060628,0.51689101
E012,3,L014,0.40726221,0.2980889
E012,3,L015,0.43268106,0.31113639
E012,3,L016,0.2386346,0.14555683
E012,3,L017,0.42766408,0.22904339
E012,3,L018,0.28101353,0.39472106
E012,3,L021,0.30100076,0.1992342
E012,3,L022,0.58195648,0.24200782
E012,3,L023,0.37941361,0.30018447
E012,3,L024,0.36482697,0.299991
E012,3,L025,0.41690825,0.33790358
E012,3,L026,0.53849592,0.51494492
E012,3,L027,0.33385185,0.2228599
E012,3,L028,0.28077848,0.3454094
E012,3,L031,0.65603071,0.49535055
E012,3,L032,0.3002914,0.3159877
E012,3,L033,0.51781691,0.3900486
E012,3,L034,0.54511086,0.363551
E012,3,L035,0.58539282,0.36599469
E012,3,L036,0.75095408,0.62644376
E012,3,L037,0.51518687,0.29467961
E012,3,L038,0.43550282,0.43665435
E012,3,L041,0.29761116,0.43930148
E012,3,L042,0.21685438,0.23947915
E012,3,L043,0.33887058,0.24087473
E012,3,L044,0.27001536,0.27363604
E012,3,L045,0.34909618,0.21357366
E012,3,L046,0.28136142,0.24741923
E012,3,L047,0.26361268,0.33419886
E012,3,L048,0.33490858,0.23319262
E012,3,L051,0.32723418,0.28876801
E012,3,L052,0.28113936,0.22713569
E012,3,L053,0.33409058,0.32166827
E012,3,L054,0.23146896,0.23968863
E012,3,L055,0.28275594,0.26163151
E012,3,L056,0.22444999,0.25127564
E012,3,L057,0.32251301,0.33483783
E012,3,L058,0.25037857,0.3130283
E012,3,L061,0.32543274,0.21953943
E012,3,L062,0.44082577,0.29846716
E012,3,L063,0.31114921,0.18477818
E012,3,L064,0.25848525,0.29220205
E012,3,L065,0.39196082,0.26868598
E012,3,L066,0.51095035,0.30120768
E012,3,L067,0.32391937,0.28954781
E012,3,L068,0.37042449,0.27922726
E012,3,L071,0.39602979,0.40463212
E012,3,L072,0.31168995,0.19622437
E012,3,L073,0.2458489,0.20095033
E012,3,L074,0.40146419,0.376111
E012,3,L075,0.28298634,0.35823077
E012,3,L076,0.42539012,0.24641149
E012,3,L077,0.40429566,0.29773199
E012,3,L078,0.38119211,0.27980315
E012,3,L081,0.31847364,0.19365831
E012,3,L082,0.51098697,0.36664174
E012,3,L083,0.26683771,0.32542251
E012,3,L084,0.2862385,0.28623779
E012,3,L085,0.36813,0.29957897
E012,3,L086,0.20658602,0.3286069
E012,3,L087,0.184449,0.32295197
E012,3,L088,0.3299286,0.17529149
E012,3,L091,0.35168258,0.21016306
E012,3,L092,0.29115212,0.27440456
E012,3,L093,0.39451923,0.22792862
E012,3,L094,0.31389954,0.29946801
E012,3,L095,0.37173642,0.41379878
E012,3,L096,0.26108428,0.31970277
E012,3,L097,0.32897902,0.36676531
E012,3,L098,0.31674925,0.31487228
E012,3,L101,0.33899241,0.24094024
